environment,company_id,month,transaction_count,transaction_volume_usd,top5_customer_concentration_pct,anomaly_flag
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-08-01,641,99619.0,0.16,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-09-01,263,67180.0,0.51,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-10-01,489,106974.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-11-01,236,108947.0,0.5,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2024-12-01,231,58262.0,0.52,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-01-01,389,96133.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-02-01,589,122253.0,0.53,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-03-01,740,99106.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-04-01,385,101183.0,0.6,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-05-01,504,114749.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-06-01,251,101519.0,0.66,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-07-01,526,102049.0,0.71,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-08-01,408,116129.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-09-01,344,70110.0,0.93,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-10-01,296,59997.0,0.93,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-11-01,141,39029.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2025-12-01,122,36703.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-01-01,92,42018.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-02-01,59,20008.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-03-01,83,29041.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-04-01,48,16765.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-05-01,94,14882.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-06-01,58,13082.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-004,2026-07-01,29,10353.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-08-01,780,183318.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-09-01,581,122214.0,0.45,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-10-01,976,166222.0,0.27,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-11-01,992,202273.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2024-12-01,603,252916.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-01-01,408,160553.0,0.4,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-02-01,388,140992.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-03-01,254,121341.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-04-01,473,211720.0,0.13,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-05-01,431,134638.0,0.51,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-06-01,927,100684.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-07-01,526,115515.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-08-01,391,89845.0,0.45,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-09-01,420,99978.0,0.2,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-10-01,302,64185.0,0.17,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-11-01,311,104427.0,0.55,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2025-12-01,298,134682.0,0.28,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-01-01,313,87821.0,0.4,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-02-01,290,129925.0,0.48,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-03-01,332,131468.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-04-01,197,100050.0,0.16,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-05-01,340,112931.0,0.48,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-06-01,534,95195.0,0.26,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-005,2026-07-01,397,109470.0,0.46,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-08-01,277,97528.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-09-01,229,97773.0,0.16,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-10-01,287,125635.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-11-01,312,98793.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2024-12-01,898,148518.0,0.26,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-01-01,397,123173.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-02-01,368,101150.0,0.34,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-03-01,451,97657.0,0.59,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-04-01,317,60641.0,0.65,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-05-01,142,41872.0,0.73,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-06-01,150,39256.0,0.94,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-07-01,108,44746.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-08-01,325,68597.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-09-01,194,41411.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-10-01,197,35854.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-11-01,163,29865.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2025-12-01,67,15776.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-01-01,28,11461.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-02-01,27,5814.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-03-01,16,5164.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-04-01,9,2827.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-05-01,19,2960.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-06-01,14,2958.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-006,2026-07-01,17,2636.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-08-01,503,177427.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-09-01,543,132011.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-10-01,250,87349.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-11-01,292,89720.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2024-12-01,502,81559.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-01-01,429,70814.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-02-01,169,59593.0,0.45,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-03-01,161,47994.0,0.67,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-04-01,174,48299.0,0.89,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-05-01,149,39988.0,0.91,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-06-01,157,27278.0,0.69,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-07-01,91,35884.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-08-01,206,29169.0,0.69,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-09-01,99,18185.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-10-01,105,21083.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-11-01,19,8855.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2025-12-01,18,7691.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-01-01,11,4471.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-02-01,21,4606.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-03-01,16,3131.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-04-01,8,3690.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-05-01,8,2420.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-06-01,13,3038.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-007,2026-07-01,10,2316.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-08-01,455,133360.0,0.49,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-09-01,518,214933.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-10-01,359,130756.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-11-01,811,127861.0,0.41,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2024-12-01,320,129976.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-01-01,331,104512.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-02-01,594,135303.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-03-01,484,81170.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-04-01,192,84750.0,0.5,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-05-01,353,75256.0,0.47,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-06-01,209,84623.0,0.59,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-07-01,192,65882.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-08-01,203,61000.0,0.27,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-09-01,539,76160.0,0.42,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-10-01,213,77603.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-11-01,418,55456.0,0.21,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2025-12-01,169,66740.0,0.52,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-01-01,191,84252.0,0.18,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-02-01,152,57770.0,0.54,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-03-01,339,95208.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-04-01,268,122864.0,0.48,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-05-01,296,85016.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-06-01,396,112191.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-008,2026-07-01,524,118275.0,0.22,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-08-01,392,56639.0,0.28,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-09-01,106,37872.0,0.22,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-10-01,162,50283.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-11-01,260,44900.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2024-12-01,166,38534.0,0.15,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-01-01,128,30489.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-02-01,116,43105.0,0.46,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-03-01,297,56855.0,0.21,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-04-01,109,35678.0,0.41,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-05-01,232,37947.0,0.42,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-06-01,162,64460.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-07-01,183,51130.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-08-01,100,35437.0,0.48,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-09-01,210,61571.0,0.21,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-10-01,272,52719.0,0.22,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-11-01,219,40213.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2025-12-01,239,51771.0,0.7,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-01-01,129,41501.0,0.53,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-02-01,178,61739.0,0.61,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-03-01,215,61610.0,0.89,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-04-01,261,48016.0,0.93,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-05-01,111,40602.0,0.89,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-06-01,88,40415.0,0.74,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-009,2026-07-01,207,24435.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-08-01,400,88068.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-09-01,211,78116.0,0.44,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-10-01,288,95469.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-11-01,382,116780.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2024-12-01,229,90625.0,0.29,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-01-01,464,77838.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-02-01,638,68805.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-03-01,516,71485.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-04-01,622,114653.0,0.64,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-05-01,315,112379.0,0.42,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-06-01,335,120783.0,0.18,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-07-01,663,104037.0,0.49,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-08-01,414,123427.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-09-01,224,85148.0,0.75,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-10-01,244,74056.0,0.86,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-11-01,131,55103.0,0.77,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2025-12-01,90,26843.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-01-01,108,34328.0,0.89,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-02-01,116,34002.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-03-01,118,24411.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-04-01,116,22387.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-05-01,37,11221.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-06-01,29,9857.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-010,2026-07-01,42,8093.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-08-01,254,63520.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-09-01,128,35456.0,0.47,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-10-01,303,67661.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-11-01,373,75157.0,0.48,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2024-12-01,203,59067.0,0.16,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-01-01,186,65527.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-02-01,154,37121.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-03-01,303,76950.0,0.26,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-04-01,167,44869.0,0.21,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-05-01,163,55793.0,0.45,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-06-01,235,63676.0,0.85,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-07-01,100,24860.0,0.56,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-08-01,176,31182.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-09-01,154,28752.0,0.93,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-10-01,107,16380.0,0.67,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-11-01,55,18550.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2025-12-01,51,13225.0,0.93,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-01-01,36,11080.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-02-01,26,6994.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-03-01,10,4330.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-04-01,18,4573.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-05-01,15,2666.0,0.96,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-06-01,7,3081.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-011,2026-07-01,11,3349.0,0.96,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-08-01,292,136512.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-09-01,261,96153.0,0.1,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-10-01,466,109507.0,0.55,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-11-01,789,129586.0,0.49,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2024-12-01,434,76893.0,0.19,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-01-01,677,108253.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-02-01,578,131717.0,0.62,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-03-01,645,195532.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-04-01,289,88571.0,0.51,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-05-01,308,98490.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-06-01,394,130336.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-07-01,497,134319.0,0.51,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-08-01,597,144695.0,0.41,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-09-01,646,173515.0,0.25,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-10-01,339,125593.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-11-01,619,130948.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2025-12-01,391,102447.0,0.36,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-01-01,592,188209.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-02-01,593,134138.0,0.47,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-03-01,521,138472.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-04-01,814,109918.0,0.17,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-05-01,809,124130.0,0.24,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-06-01,710,155040.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-012,2026-07-01,417,110971.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-08-01,654,189151.0,0.64,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-09-01,874,184212.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-10-01,756,198241.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-11-01,790,200415.0,0.18,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2024-12-01,568,242501.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-01-01,879,252454.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-02-01,965,176295.0,0.44,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-03-01,503,198816.0,0.45,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-04-01,399,178432.0,0.56,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-05-01,585,188242.0,0.8,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-06-01,732,278851.0,0.7,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-07-01,1472,333081.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-08-01,919,360420.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-09-01,1331,226417.0,0.36,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-10-01,2090,289132.0,0.61,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-11-01,1888,572817.0,0.36,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2025-12-01,1278,475302.0,0.14,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-01-01,2013,397090.0,0.19,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-02-01,1327,355740.0,0.43,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-03-01,837,359735.0,0.27,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-04-01,2792,555094.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-05-01,1783,373727.0,0.11,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-06-01,1328,423412.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-013,2026-07-01,1795,356326.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-08-01,181,68988.0,0.38,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-09-01,433,63141.0,0.3,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-10-01,377,104270.0,0.53,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-11-01,349,109638.0,0.47,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-12-01,220,87415.0,0.59,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-01-01,252,86393.0,0.14,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-02-01,402,98140.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-03-01,372,103425.0,0.4,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-04-01,284,81293.0,0.51,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-05-01,370,61800.0,0.64,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-06-01,256,85810.0,0.64,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-07-01,407,54975.0,0.6,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-08-01,135,45693.0,0.34,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-09-01,232,45000.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-10-01,207,65506.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-11-01,309,35437.0,0.27,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-12-01,96,38169.0,0.39,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-01-01,179,67176.0,0.32,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-02-01,232,43773.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-03-01,152,42869.0,0.4,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-04-01,131,41266.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-05-01,115,38197.0,0.53,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-06-01,174,36067.0,0.16,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-07-01,109,34825.0,0.31,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-08-01,251,71224.0,0.23,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-09-01,141,54346.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-10-01,170,49207.0,0.33,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-11-01,245,49039.0,0.25,1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-12-01,218,83768.0,0.35,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-01-01,249,86101.0,0.1,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-02-01,209,66506.0,0.6,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-03-01,286,73666.0,0.37,0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-04-01,160,41885.0,0.6,0
