environment,company_id,month,amount_due_usd,amount_paid_usd,days_late,payment_status
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-11-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-12-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-01-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-02-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-03-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-04-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-05-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-06-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-07-01,19440.0,19440.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-08-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-09-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-10-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-11-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-12-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-01-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-02-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-03-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-04-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-05-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-06-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-07-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-08-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-09-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-10-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-11-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-12-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-01-01,21420.0,21420.0,19,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-02-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-03-01,21420.0,21420.0,0,On Time
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-04-01,21420.0,21420.0,22,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-05-01,21420.0,21420.0,15,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-06-01,21420.0,21420.0,19,Late
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-07-01,21420.0,21420.0,28,Late
