environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days
Realistic Baseline,OXC-005,2024-09-01,137514.0,93241.0,0.322,24025.0,20248.0,234767.0,47.2,36.1,30.0
Realistic Baseline,OXC-005,2024-10-01,142938.0,100754.0,0.295,23452.0,18732.0,241922.0,49.7,38.7,44.8
Realistic Baseline,OXC-005,2024-11-01,154880.0,102143.0,0.341,27364.0,25373.0,252017.0,46.2,49.7,22.4
Realistic Baseline,OXC-005,2024-12-01,142571.0,98080.0,0.312,27052.0,17440.0,266656.0,44.9,38.2,40.7
Realistic Baseline,OXC-005,2025-01-01,173599.0,125867.0,0.275,21283.0,26449.0,280782.0,43.1,31.4,43.1
Realistic Baseline,OXC-005,2025-02-01,150806.0,110629.0,0.266,29948.0,10228.0,283370.0,46.4,42.6,20.3
Realistic Baseline,OXC-005,2025-03-01,149990.0,112686.0,0.249,22550.0,14754.0,288046.0,46.2,49.8,40.8
Realistic Baseline,OXC-005,2025-04-01,145448.0,111436.0,0.234,27740.0,6273.0,282885.0,49.5,38.1,23.8
Realistic Baseline,OXC-005,2025-05-01,139777.0,100571.0,0.28,26032.0,13174.0,291493.0,49.4,27.5,20.7
Realistic Baseline,OXC-005,2025-06-01,149604.0,107219.0,0.283,28688.0,13697.0,300075.0,50.6,35.7,40.4
Realistic Baseline,OXC-005,2025-07-01,135376.0,99159.0,0.268,22434.0,13783.0,308792.0,49.0,25.4,43.1
Realistic Baseline,OXC-005,2025-08-01,129302.0,104672.0,0.19,22141.0,2489.0,312827.0,49.5,45.2,40.7
Realistic Baseline,OXC-005,2025-09-01,105931.0,68603.0,0.352,14687.0,22640.0,320762.0,50.5,35.3,28.9
Realistic Baseline,OXC-005,2025-10-01,106139.0,72897.0,0.313,19490.0,13752.0,328531.0,49.3,44.2,33.0
Realistic Baseline,OXC-005,2025-11-01,109602.0,78011.0,0.288,16536.0,15054.0,339721.0,50.3,36.0,38.1
Realistic Baseline,OXC-005,2025-12-01,89189.0,62283.0,0.302,14562.0,12344.0,351858.0,49.2,38.0,26.3
Realistic Baseline,OXC-005,2026-01-01,86029.0,58571.0,0.319,14701.0,12757.0,356734.0,46.7,47.6,38.3
Realistic Baseline,OXC-005,2026-02-01,100150.0,71082.0,0.29,13595.0,15473.0,361229.0,44.3,49.5,28.6
Realistic Baseline,OXC-005,2026-03-01,108115.0,72178.0,0.332,13165.0,22772.0,381414.0,45.3,37.5,43.9
Realistic Baseline,OXC-005,2026-04-01,113540.0,74801.0,0.341,15652.0,23087.0,393649.0,43.6,40.4,23.3
Realistic Baseline,OXC-005,2026-05-01,127441.0,81572.0,0.36,23334.0,22535.0,403508.0,43.0,39.6,23.6
Realistic Baseline,OXC-005,2026-06-01,103623.0,74638.0,0.28,20411.0,8574.0,409396.0,44.3,29.1,29.5
Realistic Baseline,OXC-005,2026-07-01,132866.0,112124.0,0.156,16028.0,4715.0,404329.0,41.6,32.8,43.2
Realistic Baseline,OXC-006,2024-08-01,112298.0,78521.0,0.301,16144.0,17633.0,142410.0,39.3,30.5,28.6
Realistic Baseline,OXC-006,2024-09-01,99340.0,70621.0,0.289,18928.0,9792.0,143998.0,39.8,28.5,32.1
Realistic Baseline,OXC-006,2024-10-01,94688.0,69802.0,0.263,14920.0,9966.0,142198.0,39.1,29.9,44.6
Realistic Baseline,OXC-006,2024-11-01,114822.0,86185.0,0.249,19577.0,9060.0,141931.0,41.1,45.8,21.1
Realistic Baseline,OXC-006,2024-12-01,133487.0,95143.0,0.287,25951.0,12393.0,138747.0,42.1,49.6,25.3
Realistic Baseline,OXC-006,2025-01-01,158737.0,105165.0,0.337,19454.0,34118.0,156704.0,42.0,40.9,25.0
Realistic Baseline,OXC-006,2025-02-01,126547.0,84485.0,0.332,17020.0,25042.0,170659.0,40.2,53.5,20.9
Realistic Baseline,OXC-006,2025-03-01,122329.0,84062.0,0.313,19981.0,18286.0,181284.0,38.7,51.7,23.7
Realistic Baseline,OXC-006,2025-04-01,123619.0,101945.0,0.175,18292.0,3383.0,175743.0,40.7,54.3,43.5
Realistic Baseline,OXC-006,2025-05-01,92160.0,74560.0,0.191,17700.0,-100.0,171654.0,37.2,52.7,45.0
Realistic Baseline,OXC-006,2025-06-01,118474.0,96171.0,0.188,15081.0,7222.0,169113.0,35.7,34.6,30.4
Realistic Baseline,OXC-006,2025-07-01,71456.0,60594.0,0.152,11566.0,-704.0,170800.0,32.0,38.0,37.3
Realistic Baseline,OXC-006,2025-08-01,69204.0,55970.0,0.191,14395.0,-1160.0,163776.0,36.3,41.7,30.0
Realistic Baseline,OXC-006,2025-09-01,35423.0,31342.0,0.115,4723.0,-641.0,159187.0,37.6,52.8,36.5
Realistic Baseline,OXC-006,2025-10-01,24429.0,23208.0,0.05,4732.0,-3511.0,154511.0,36.6,48.1,28.3
Realistic Baseline,OXC-006,2025-11-01,15210.0,15058.0,0.01,3125.0,-2973.0,155950.0,34.9,54.3,47.2
Realistic Baseline,OXC-006,2025-12-01,9108.0,8564.0,0.06,1372.0,-829.0,157650.0,37.1,53.5,30.3
Realistic Baseline,OXC-006,2026-01-01,7136.0,7064.0,0.01,1419.0,-1348.0,151982.0,33.3,34.7,36.3
Realistic Baseline,OXC-006,2026-02-01,3489.0,3454.0,0.01,672.0,-637.0,155471.0,34.5,39.4,43.1
Realistic Baseline,OXC-006,2026-03-01,3000.0,2970.0,0.01,371.0,-341.0,153830.0,37.2,40.2,43.2
Realistic Baseline,OXC-006,2026-04-01,3000.0,2970.0,0.01,489.0,-459.0,149560.0,35.6,38.0,39.7
Realistic Baseline,OXC-006,2026-05-01,3000.0,2970.0,0.01,565.0,-535.0,151732.0,34.8,34.1,41.4
Realistic Baseline,OXC-006,2026-06-01,3000.0,2970.0,0.01,565.0,-535.0,152640.0,37.6,40.9,32.0
Realistic Baseline,OXC-006,2026-07-01,3000.0,2970.0,0.01,534.0,-504.0,147553.0,38.6,49.1,38.6
Realistic Baseline,OXC-007,2024-08-01,119828.0,96584.0,0.194,22926.0,318.0,75065.0,51.1,46.4,33.0
Realistic Baseline,OXC-007,2024-09-01,125551.0,101411.0,0.192,20653.0,3487.0,75779.0,50.4,35.7,42.7
Realistic Baseline,OXC-007,2024-10-01,138078.0,119150.0,0.137,20061.0,-1134.0,73771.0,50.3,35.8,31.8
Realistic Baseline,OXC-007,2024-11-01,115810.0,94932.0,0.18,22339.0,-1461.0,67883.0,52.7,32.3,29.0
Realistic Baseline,OXC-007,2024-12-01,114959.0,86467.0,0.248,22571.0,5920.0,60348.0,51.2,37.7,41.7
Realistic Baseline,OXC-007,2025-01-01,131085.0,101906.0,0.223,27912.0,1267.0,60532.0,51.7,33.6,39.0
Realistic Baseline,OXC-007,2025-02-01,140236.0,119240.0,0.15,24444.0,-3448.0,51701.0,53.7,46.0,42.2
Realistic Baseline,OXC-007,2025-03-01,157103.0,122289.0,0.222,22935.0,11879.0,55386.0,55.1,44.7,38.8
Realistic Baseline,OXC-007,2025-04-01,167542.0,146707.0,0.124,25304.0,-4468.0,41940.0,52.2,37.8,39.7
Realistic Baseline,OXC-007,2025-05-01,137265.0,109369.0,0.203,27506.0,389.0,35027.0,52.0,34.9,40.7
Realistic Baseline,OXC-007,2025-06-01,186471.0,154755.0,0.17,28595.0,3120.0,37631.0,48.1,35.5,36.9
Realistic Baseline,OXC-007,2025-07-01,157118.0,143842.0,0.084,27069.0,-13793.0,30058.0,47.2,40.9,30.2
Realistic Baseline,OXC-007,2025-08-01,162116.0,140240.0,0.135,30421.0,-8545.0,24049.0,45.4,34.2,43.5
Realistic Baseline,OXC-007,2025-09-01,182625.0,150946.0,0.173,37974.0,-6295.0,14192.0,45.7,47.8,33.0
Realistic Baseline,OXC-007,2025-10-01,169638.0,131409.0,0.225,30238.0,7992.0,10964.0,48.9,42.9,43.1
Realistic Baseline,OXC-007,2025-11-01,210482.0,164039.0,0.221,35549.0,10894.0,18480.0,47.3,44.8,32.0
Realistic Baseline,OXC-007,2025-12-01,223754.0,188743.0,0.156,28968.0,6043.0,25297.0,47.3,46.8,28.3
Realistic Baseline,OXC-007,2026-01-01,253223.0,201950.0,0.202,41169.0,10104.0,22958.0,45.4,36.7,42.5
Realistic Baseline,OXC-007,2026-02-01,235375.0,178000.0,0.244,49219.0,8157.0,14379.0,44.6,28.3,40.1
Realistic Baseline,OXC-007,2026-03-01,207661.0,156507.0,0.246,43271.0,7884.0,9424.0,43.2,37.0,40.2
Realistic Baseline,OXC-007,2026-04-01,253361.0,192703.0,0.239,37098.0,23559.0,19183.0,40.6,35.4,44.5
Realistic Baseline,OXC-007,2026-05-01,205532.0,164889.0,0.198,26550.0,14093.0,15489.0,39.1,41.8,26.0
Realistic Baseline,OXC-007,2026-06-01,259228.0,219933.0,0.152,52984.0,-13689.0,500.0,39.3,28.3,28.9
Realistic Baseline,OXC-007,2026-07-01,210410.0,162721.0,0.227,35558.0,12132.0,500.0,38.8,30.6,29.2
Realistic Baseline,OXC-008,2024-08-01,129792.0,93657.0,0.278,27360.0,8775.0,228878.0,34.2,48.6,24.4
Realistic Baseline,OXC-008,2024-09-01,125833.0,95882.0,0.238,27015.0,2935.0,231847.0,35.0,26.1,38.4
Realistic Baseline,OXC-008,2024-10-01,142845.0,105266.0,0.263,18788.0,18791.0,242981.0,33.5,36.0,44.6
Realistic Baseline,OXC-008,2024-11-01,163190.0,130407.0,0.201,28816.0,3967.0,243770.0,35.5,35.1,22.2
Realistic Baseline,OXC-008,2024-12-01,163312.0,121308.0,0.257,25841.0,16163.0,241398.0,34.9,36.0,30.2
Realistic Baseline,OXC-008,2025-01-01,149805.0,109984.0,0.266,24360.0,15461.0,253287.0,35.3,28.8,26.1
Realistic Baseline,OXC-008,2025-02-01,127114.0,98643.0,0.224,20319.0,8153.0,261096.0,32.9,46.5,41.0
Realistic Baseline,OXC-008,2025-03-01,138237.0,112633.0,0.185,20474.0,5130.0,261064.0,31.1,43.3,43.5
Realistic Baseline,OXC-008,2025-04-01,133291.0,103538.0,0.223,18925.0,10828.0,258490.0,32.9,33.6,31.4
Realistic Baseline,OXC-008,2025-05-01,170528.0,125693.0,0.263,35939.0,8896.0,255806.0,34.4,26.9,27.0
Realistic Baseline,OXC-008,2025-06-01,170027.0,108859.0,0.36,28171.0,32998.0,277380.0,34.5,39.0,24.1
Realistic Baseline,OXC-008,2025-07-01,198553.0,159454.0,0.197,42010.0,-2911.0,267311.0,32.6,35.5,32.5
Realistic Baseline,OXC-008,2025-08-01,222049.0,170467.0,0.232,48679.0,2903.0,262361.0,32.1,34.3,36.2
Realistic Baseline,OXC-008,2025-09-01,204410.0,140851.0,0.311,35037.0,28522.0,271266.0,30.6,45.3,30.6
Realistic Baseline,OXC-008,2025-10-01,208153.0,156473.0,0.248,26763.0,24917.0,277830.0,28.6,37.9,26.1
Realistic Baseline,OXC-008,2025-11-01,182829.0,123529.0,0.324,35499.0,23801.0,293304.0,31.5,44.2,20.1
Realistic Baseline,OXC-008,2025-12-01,173589.0,132309.0,0.238,21598.0,19683.0,298861.0,31.2,39.4,21.1
Realistic Baseline,OXC-008,2026-01-01,164159.0,117025.0,0.287,21622.0,25511.0,311004.0,32.2,27.4,26.0
Realistic Baseline,OXC-008,2026-02-01,174300.0,125751.0,0.279,32528.0,16020.0,316106.0,33.1,36.8,32.3
Realistic Baseline,OXC-008,2026-03-01,177752.0,129659.0,0.271,28970.0,19122.0,316886.0,35.5,44.9,32.5
Realistic Baseline,OXC-008,2026-04-01,182153.0,133919.0,0.265,25051.0,23183.0,327341.0,36.9,36.2,38.5
Realistic Baseline,OXC-008,2026-05-01,171824.0,136674.0,0.205,26582.0,8568.0,330652.0,40.4,47.6,24.6
Realistic Baseline,OXC-008,2026-06-01,184815.0,146407.0,0.208,22988.0,15420.0,332387.0,41.8,32.5,36.4
Realistic Baseline,OXC-008,2026-07-01,200208.0,141740.0,0.292,28478.0,29990.0,349993.0,43.4,43.9,21.2
Realistic Baseline,OXC-009,2024-08-01,69916.0,51032.0,0.27,10954.0,7929.0,240272.0,32.6,40.9,34.4
Realistic Baseline,OXC-009,2024-09-01,78301.0,59143.0,0.245,15202.0,3957.0,243376.0,35.9,49.7,41.7
Realistic Baseline,OXC-009,2024-10-01,72869.0,53534.0,0.265,10616.0,8718.0,248116.0,38.5,29.3,25.8
Realistic Baseline,OXC-009,2024-11-01,69054.0,54234.0,0.215,13418.0,1402.0,243366.0,36.3,47.0,36.5
Realistic Baseline,OXC-009,2024-12-01,65823.0,50037.0,0.24,13096.0,2689.0,238706.0,36.0,36.9,22.6
Realistic Baseline,OXC-009,2025-01-01,66485.0,51046.0,0.232,10306.0,5133.0,237128.0,39.8,27.9,41.1
Realistic Baseline,OXC-009,2025-02-01,72233.0,55832.0,0.227,11994.0,4407.0,230397.0,37.4,43.5,37.0
Realistic Baseline,OXC-009,2025-03-01,67693.0,49108.0,0.275,12904.0,5681.0,231615.0,38.6,25.0,24.0
Realistic Baseline,OXC-009,2025-04-01,66662.0,46156.0,0.308,11859.0,8647.0,234714.0,36.0,34.5,33.9
Realistic Baseline,OXC-009,2025-05-01,66846.0,49943.0,0.253,12444.0,4459.0,235150.0,35.7,27.3,32.6
Realistic Baseline,OXC-009,2025-06-01,69326.0,49506.0,0.286,14780.0,5040.0,233455.0,35.2,25.1,37.7
Realistic Baseline,OXC-009,2025-07-01,59914.0,43511.0,0.274,10907.0,5497.0,235203.0,34.8,46.4,28.5
Realistic Baseline,OXC-009,2025-08-01,70569.0,56414.0,0.201,13099.0,1056.0,240045.0,36.0,28.3,31.1
Realistic Baseline,OXC-009,2025-09-01,71814.0,55049.0,0.233,10346.0,6418.0,244946.0,37.8,41.8,35.9
Realistic Baseline,OXC-009,2025-10-01,67654.0,55189.0,0.184,11367.0,1098.0,244580.0,35.9,51.4,41.8
Realistic Baseline,OXC-009,2025-11-01,54178.0,45358.0,0.163,11436.0,-2615.0,241520.0,37.2,45.1,26.6
Realistic Baseline,OXC-009,2025-12-01,58382.0,51669.0,0.115,9010.0,-2297.0,232836.0,39.0,33.8,47.8
Realistic Baseline,OXC-009,2026-01-01,49188.0,44418.0,0.097,5975.0,-1205.0,232533.0,40.2,47.0,34.2
Realistic Baseline,OXC-009,2026-02-01,47391.0,40376.0,0.148,8334.0,-1320.0,227605.0,40.7,41.9,45.7
Realistic Baseline,OXC-009,2026-03-01,39334.0,34895.0,0.113,6204.0,-1766.0,224946.0,41.3,50.4,46.9
Realistic Baseline,OXC-009,2026-04-01,36676.0,36088.0,0.016,5818.0,-5230.0,214039.0,42.9,41.8,30.7
Realistic Baseline,OXC-009,2026-05-01,27289.0,26770.0,0.019,4709.0,-4190.0,205957.0,42.0,36.9,44.6
Realistic Baseline,OXC-009,2026-06-01,19494.0,19068.0,0.022,3474.0,-3048.0,204902.0,41.7,35.6,40.2
Realistic Baseline,OXC-009,2026-07-01,12273.0,12151.0,0.01,2636.0,-2513.0,208807.0,41.1,34.9,47.7
Realistic Baseline,OXC-010,2024-08-01,174823.0,139566.0,0.202,38010.0,-2753.0,70419.0,41.9,31.6,33.5
Realistic Baseline,OXC-010,2024-09-01,160399.0,125953.0,0.215,27715.0,6731.0,75810.0,40.5,29.5,38.5
Realistic Baseline,OXC-010,2024-10-01,156645.0,120568.0,0.23,27892.0,8186.0,70049.0,39.3,39.9,37.7
Realistic Baseline,OXC-010,2024-11-01,225854.0,168161.0,0.255,35414.0,22279.0,76967.0,41.8,41.6,44.9
Realistic Baseline,OXC-010,2024-12-01,173122.0,136912.0,0.209,24939.0,11271.0,69820.0,38.5,31.2,35.4
Realistic Baseline,OXC-010,2025-01-01,139041.0,111154.0,0.201,18365.0,9522.0,69181.0,40.0,39.0,32.4
Realistic Baseline,OXC-010,2025-02-01,152054.0,121309.0,0.202,32035.0,-1290.0,68729.0,36.4,36.4,44.5
Realistic Baseline,OXC-010,2025-03-01,140903.0,113297.0,0.196,18931.0,8675.0,69206.0,35.5,31.3,35.0
Realistic Baseline,OXC-010,2025-04-01,191205.0,149210.0,0.22,26674.0,15322.0,71215.0,33.5,31.7,30.4
Realistic Baseline,OXC-010,2025-05-01,181751.0,131500.0,0.276,30371.0,19879.0,87752.0,33.0,45.1,31.5
Realistic Baseline,OXC-010,2025-06-01,209337.0,150108.0,0.283,39787.0,19441.0,96544.0,32.2,26.8,20.7
Realistic Baseline,OXC-010,2025-07-01,215699.0,180590.0,0.163,32360.0,2749.0,95072.0,33.9,35.3,32.1
Realistic Baseline,OXC-010,2025-08-01,202267.0,155291.0,0.232,41438.0,5538.0,91938.0,34.8,27.4,30.3
Realistic Baseline,OXC-010,2025-09-01,230041.0,170653.0,0.258,46166.0,13223.0,95013.0,35.9,28.9,35.8
Realistic Baseline,OXC-010,2025-10-01,209639.0,158662.0,0.243,34165.0,16812.0,104934.0,33.6,33.2,31.5
Realistic Baseline,OXC-010,2025-11-01,179621.0,121586.0,0.323,30422.0,27612.0,110877.0,33.0,27.0,40.5
Realistic Baseline,OXC-010,2025-12-01,169086.0,113233.0,0.33,30582.0,25271.0,119750.0,33.4,27.8,40.6
Realistic Baseline,OXC-010,2026-01-01,168890.0,130186.0,0.229,31622.0,7082.0,125720.0,31.3,33.2,32.6
Realistic Baseline,OXC-010,2026-02-01,162792.0,120028.0,0.263,27182.0,15581.0,124625.0,34.3,45.3,28.8
Realistic Baseline,OXC-010,2026-03-01,148665.0,119188.0,0.198,23115.0,6362.0,126592.0,37.1,34.5,22.8
Realistic Baseline,OXC-010,2026-04-01,158006.0,121157.0,0.233,30200.0,6649.0,122873.0,37.5,39.8,23.1
Realistic Baseline,OXC-010,2026-05-01,143039.0,110527.0,0.227,24901.0,7610.0,128347.0,37.2,42.7,34.0
Realistic Baseline,OXC-010,2026-06-01,187946.0,164915.0,0.123,37596.0,-14566.0,113582.0,38.6,47.2,30.9
Realistic Baseline,OXC-010,2026-07-01,164136.0,121123.0,0.262,23420.0,19593.0,124887.0,40.3,32.7,34.7
Realistic Baseline,OXC-011,2024-08-01,232397.0,186520.0,0.197,43109.0,2767.0,109460.0,35.0,45.6,20.4
Realistic Baseline,OXC-011,2024-09-01,172789.0,147103.0,0.149,29074.0,-3389.0,107462.0,34.9,27.6,37.7
Realistic Baseline,OXC-011,2024-10-01,175613.0,130799.0,0.255,23488.0,21327.0,114596.0,37.6,27.3,38.3
Realistic Baseline,OXC-011,2024-11-01,134097.0,108524.0,0.191,27797.0,-2224.0,109495.0,34.3,35.7,35.9
Realistic Baseline,OXC-011,2024-12-01,138913.0,111578.0,0.197,18015.0,9321.0,109345.0,35.7,34.1,20.4
Realistic Baseline,OXC-011,2025-01-01,124875.0,105366.0,0.156,16687.0,2822.0,102755.0,34.1,39.7,39.7
Realistic Baseline,OXC-011,2025-02-01,133618.0,102194.0,0.235,19105.0,12319.0,102661.0,35.3,41.4,34.9
Realistic Baseline,OXC-011,2025-03-01,122158.0,97789.0,0.199,23946.0,422.0,101270.0,39.4,47.9,38.8
Realistic Baseline,OXC-011,2025-04-01,117098.0,95040.0,0.188,18666.0,3391.0,99041.0,37.0,47.5,40.8
Realistic Baseline,OXC-011,2025-05-01,109006.0,88546.0,0.188,22839.0,-2380.0,93642.0,39.7,25.5,32.7
Realistic Baseline,OXC-011,2025-06-01,117480.0,89009.0,0.242,16158.0,12313.0,99830.0,42.8,32.3,44.4
Realistic Baseline,OXC-011,2025-07-01,107021.0,82803.0,0.226,15689.0,8528.0,97285.0,42.3,34.3,20.0
Realistic Baseline,OXC-011,2025-08-01,138570.0,101405.0,0.268,18790.0,18375.0,95817.0,43.0,46.0,42.2
Realistic Baseline,OXC-011,2025-09-01,126298.0,105296.0,0.166,27252.0,-6250.0,86685.0,45.8,28.0,38.6
Realistic Baseline,OXC-011,2025-10-01,120324.0,98058.0,0.185,15576.0,6690.0,84181.0,46.9,42.5,24.4
Realistic Baseline,OXC-011,2025-11-01,144073.0,105499.0,0.268,26804.0,11770.0,87623.0,47.9,48.2,24.1
Realistic Baseline,OXC-011,2025-12-01,119089.0,82838.0,0.304,23527.0,12724.0,84220.0,48.7,25.1,26.9
Realistic Baseline,OXC-011,2026-01-01,126939.0,96970.0,0.236,18303.0,11666.0,88873.0,48.0,42.0,28.6
Realistic Baseline,OXC-011,2026-02-01,141477.0,105408.0,0.255,21215.0,14854.0,92778.0,49.5,42.9,21.1
Realistic Baseline,OXC-011,2026-03-01,120107.0,99797.0,0.169,14739.0,5571.0,89214.0,46.7,31.7,22.1
Realistic Baseline,OXC-011,2026-04-01,106254.0,85147.0,0.199,15833.0,5274.0,90505.0,48.5,44.2,44.7
Realistic Baseline,OXC-011,2026-05-01,111260.0,83324.0,0.251,16729.0,11208.0,86515.0,44.8,31.6,34.3
Realistic Baseline,OXC-011,2026-06-01,108100.0,85127.0,0.213,16713.0,6260.0,89268.0,48.5,42.9,43.9
Realistic Baseline,OXC-011,2026-07-01,118319.0,95448.0,0.193,21817.0,1054.0,91231.0,49.1,28.1,21.7
Realistic Baseline,OXC-012,2024-08-01,177662.0,135500.0,0.237,26387.0,15774.0,129221.0,37.4,46.7,27.1
Realistic Baseline,OXC-012,2024-09-01,139277.0,111875.0,0.197,19109.0,8294.0,128769.0,38.4,44.5,22.4
Realistic Baseline,OXC-012,2024-10-01,192902.0,158862.0,0.176,33067.0,972.0,119555.0,40.4,32.4,23.4
Realistic Baseline,OXC-012,2024-11-01,209242.0,176600.0,0.156,28320.0,4322.0,114522.0,39.3,26.7,36.9
Realistic Baseline,OXC-012,2024-12-01,184204.0,141377.0,0.232,39826.0,3000.0,108302.0,39.0,28.3,28.9
Realistic Baseline,OXC-012,2025-01-01,211519.0,161067.0,0.239,32791.0,17661.0,119318.0,40.0,33.9,37.8
Realistic Baseline,OXC-012,2025-02-01,253460.0,199120.0,0.214,49574.0,4766.0,115908.0,38.8,36.9,41.2
Realistic Baseline,OXC-012,2025-03-01,230643.0,193136.0,0.163,32158.0,5349.0,122513.0,38.2,32.9,29.7
Realistic Baseline,OXC-012,2025-04-01,254335.0,196778.0,0.226,48402.0,9155.0,127087.0,37.0,48.9,39.9
Realistic Baseline,OXC-012,2025-05-01,315256.0,279234.0,0.114,51734.0,-15712.0,100805.0,36.7,46.6,34.4
Realistic Baseline,OXC-012,2025-06-01,245659.0,203199.0,0.173,53164.0,-10704.0,86172.0,39.8,31.8,26.4
Realistic Baseline,OXC-012,2025-07-01,265359.0,208126.0,0.216,54814.0,2419.0,79068.0,38.9,43.2,22.0
Realistic Baseline,OXC-012,2025-08-01,204420.0,163080.0,0.202,26674.0,14666.0,84447.0,37.6,26.2,25.9
Realistic Baseline,OXC-012,2025-09-01,219734.0,190524.0,0.133,37883.0,-8674.0,79668.0,40.5,32.8,38.8
Realistic Baseline,OXC-012,2025-10-01,189034.0,141143.0,0.253,38580.0,9311.0,80526.0,42.3,44.4,27.2
Realistic Baseline,OXC-012,2025-11-01,193108.0,141863.0,0.265,30576.0,20668.0,96876.0,40.9,39.1,30.5
Realistic Baseline,OXC-012,2025-12-01,182950.0,147770.0,0.192,29084.0,6096.0,95792.0,40.6,37.0,39.1
Realistic Baseline,OXC-012,2026-01-01,136282.0,104243.0,0.235,22046.0,9994.0,100758.0,43.1,35.0,27.6
Realistic Baseline,OXC-012,2026-02-01,146686.0,113790.0,0.224,28518.0,4379.0,96236.0,46.3,25.8,40.7
Realistic Baseline,OXC-012,2026-03-01,129165.0,107481.0,0.168,25842.0,-4158.0,91451.0,45.5,38.8,25.8
Realistic Baseline,OXC-012,2026-04-01,131772.0,101727.0,0.228,22039.0,8005.0,92476.0,44.8,33.6,24.3
Realistic Baseline,OXC-012,2026-05-01,153106.0,129017.0,0.157,21566.0,2523.0,90197.0,45.0,35.2,38.5
Realistic Baseline,OXC-012,2026-06-01,104868.0,79149.0,0.245,17991.0,7728.0,86574.0,48.7,48.9,41.6
Realistic Baseline,OXC-012,2026-07-01,124263.0,102761.0,0.173,19274.0,2228.0,81353.0,49.7,43.1,38.9
Realistic Baseline,OXC-013,2024-08-01,177461.0,115306.0,0.35,36720.0,25434.0,198032.0,42.1,46.9,39.0
Realistic Baseline,OXC-013,2024-09-01,193501.0,143895.0,0.256,24223.0,25382.0,207323.0,42.3,44.4,35.4
Realistic Baseline,OXC-013,2024-10-01,170356.0,118446.0,0.305,28609.0,23301.0,219896.0,44.5,33.5,26.4
Realistic Baseline,OXC-013,2024-11-01,182903.0,117117.0,0.36,27801.0,37985.0,242961.0,47.7,36.2,43.7
Realistic Baseline,OXC-013,2024-12-01,182984.0,130338.0,0.288,35838.0,16808.0,245112.0,49.2,30.3,22.8
Realistic Baseline,OXC-013,2025-01-01,164914.0,112099.0,0.32,21081.0,31734.0,257339.0,49.0,41.4,22.3
Realistic Baseline,OXC-013,2025-02-01,149754.0,101857.0,0.32,32119.0,15778.0,264230.0,50.8,48.3,22.6
Realistic Baseline,OXC-013,2025-03-01,164198.0,123133.0,0.25,27192.0,13873.0,268044.0,47.8,38.9,26.1
Realistic Baseline,OXC-013,2025-04-01,153065.0,110078.0,0.281,20910.0,22077.0,275779.0,45.4,30.3,38.7
Realistic Baseline,OXC-013,2025-05-01,149184.0,97067.0,0.349,25559.0,26558.0,287169.0,43.4,41.4,23.6
Realistic Baseline,OXC-013,2025-06-01,178142.0,112553.0,0.368,25856.0,39732.0,309990.0,40.2,36.5,44.5
Realistic Baseline,OXC-013,2025-07-01,180225.0,126501.0,0.298,34277.0,19447.0,310317.0,41.1,32.3,39.3
Realistic Baseline,OXC-013,2025-08-01,147445.0,92083.0,0.375,23717.0,31645.0,329924.0,41.7,39.1,43.8
Realistic Baseline,OXC-013,2025-09-01,146593.0,100291.0,0.316,22281.0,24021.0,341687.0,40.1,26.4,33.7
Realistic Baseline,OXC-013,2025-10-01,135649.0,87895.0,0.352,28844.0,18911.0,346240.0,40.4,31.0,39.8
Realistic Baseline,OXC-013,2025-11-01,146905.0,99680.0,0.321,18082.0,29142.0,364242.0,42.9,31.0,28.7
Realistic Baseline,OXC-013,2025-12-01,133206.0,87689.0,0.342,16242.0,29275.0,380542.0,43.2,28.4,43.7
Realistic Baseline,OXC-013,2026-01-01,152193.0,105878.0,0.304,29205.0,17110.0,390180.0,43.8,45.3,24.0
Realistic Baseline,OXC-013,2026-02-01,125242.0,77315.0,0.383,19680.0,28247.0,407118.0,45.7,38.1,22.0
Realistic Baseline,OXC-013,2026-03-01,164334.0,114391.0,0.304,24065.0,25878.0,418071.0,45.4,44.3,25.4
Realistic Baseline,OXC-013,2026-04-01,160232.0,108922.0,0.32,33157.0,18153.0,419572.0,48.3,36.0,34.8
Realistic Baseline,OXC-013,2026-05-01,155242.0,108202.0,0.303,28676.0,18364.0,416677.0,47.7,37.1,22.1
Realistic Baseline,OXC-013,2026-06-01,162094.0,121195.0,0.252,35292.0,5607.0,415967.0,46.1,33.4,33.4
Realistic Baseline,OXC-013,2026-07-01,165715.0,119167.0,0.281,27464.0,19084.0,424829.0,43.3,35.2,20.1
Realistic Baseline,OXC-014,2024-08-01,84714.0,68254.0,0.194,12312.0,4148.0,104337.0,53.1,34.4,21.2
Realistic Baseline,OXC-014,2024-09-01,97122.0,78697.0,0.19,18061.0,364.0,100443.0,52.2,46.1,21.8
Realistic Baseline,OXC-014,2024-10-01,81837.0,67942.0,0.17,16922.0,-3028.0,105500.0,50.8,26.0,32.8
Realistic Baseline,OXC-014,2024-11-01,75558.0,55407.0,0.267,9506.0,10645.0,115396.0,52.2,26.8,30.9
Realistic Baseline,OXC-014,2024-12-01,67976.0,57718.0,0.151,9921.0,338.0,104021.0,55.4,49.2,24.5
